student_id,observed_success,pp_mean,pp_q025,pp_q975,inside_95_interval
753,0.42857142857142855,0.46233928571428673,0.0,0.8571428571428571,True
769,0.0,0.19835416666666963,0.0,0.6666666666666666,True
80,0.3333333333333333,0.3368749999999973,0.1111111111111111,0.6111111111111112,True
81,0.3888888888888889,0.39826388888888464,0.1111111111111111,0.6666666666666666,True
827,0.3333333333333333,0.4305000000000033,0.0,1.0,True
840,0.6875,0.66562109375,0.4375,0.875,True
851,0.2777777777777778,0.3212222222222212,0.05555555555555555,0.6111111111111112,True
852,0.0,0.451,0.0,1.0,True
853,1.0,0.595625,0.0,1.0,True
854,1.0,0.597375,0.0,1.0,True
860,1.0,0.624625,0.0,1.0,True
876,0.5806451612903226,0.569060483870962,0.3225806451612903,0.8064516129032258,True
884,0.45454545454545453,0.4584943181818251,0.18181818181818182,0.7272727272727273,True
885,0.17647058823529413,0.24139705882352028,0.0,0.5294117647058824,True
890,0.4782608695652174,0.4772771739130419,0.21739130434782608,0.7391304347826086,True
898,0.5,0.49833984375,0.28125,0.71875,True
899,0.25,0.2935000000000013,0.05,0.6,True
90,0.3333333333333333,0.38113888888888914,0.0,0.7777777777777778,True
902,1.0,0.639875,0.0,1.0,True
91,0.6666666666666666,0.6471363636363975,0.42424242424242425,0.8484848484848485,True
913,0.6818181818181818,0.6534999999999941,0.36363636363636365,0.9090909090909091,True
918,0.0,0.20425,0.0,1.0,True
953,0.42857142857142855,0.44850000000000195,0.0,0.8571428571428571,True
955,0.18421052631578946,0.21776644736841722,0.05263157894736842,0.42105263157894735,True
956,0.05,0.14251249999999807,0.0,0.35,True
958,0.0,0.15587499999999435,0.0,0.45454545454545453,True
965,0.7142857142857143,0.6654107142857151,0.35714285714285715,0.9285714285714286,True
966,0.0,0.1349374999999953,0.0,0.42857142857142855,True
967,0.6896551724137931,0.665331896551737,0.41379310344827586,0.8620689655172413,True
969,0.8181818181818182,0.7235568181818627,0.36363636363636365,1.0,True
972,0.0,0.07296071428571618,0.0,0.2,True
973,0.7142857142857143,0.6333392857142722,0.14285714285714285,1.0,True
974,0.8571428571428571,0.7084821428571219,0.2857142857142857,1.0,True
975,0.0,0.34475,0.0,1.0,True
979,0.6,0.5640624999999971,0.2,0.9,True
982,0.75,0.655359375,0.25,1.0,True
983,1.0,0.581875,0.0,1.0,True
984,0.0,0.33245833333333535,0.0,1.0,True
985,0.6,0.49656250000000096,0.1,0.9,True
986,0.7894736842105263,0.7361184210526361,0.47368421052631576,0.9473684210526315,True
988,0.6,0.572258333333333,0.26666666666666666,0.8666666666666667,True
990,0.0,0.3383125,0.0,1.0,True
